,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,history_of_default,cred_hist_length,loan_status
41209,41209,26,81000,RENT,1.0,HOMEIMPROVEMENT,B,20000,11.11,0.25,N,3,0
41210,41210,32,96000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000,15.28,0.1,N,10,1
41211,41211,25,86000,RENT,6.0,VENTURE,B,16000,10.59,0.19,N,2,0
41212,41212,28,30000,RENT,0.0,PERSONAL,D,8400,14.61,0.28,Y,5,1
41213,41213,26,47360,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4400,6.76,0.1,N,3,0
41214,41214,24,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.49,0.25,N,2,0
41215,41215,24,69996,RENT,5.0,VENTURE,C,4800,13.06,0.07,N,3,0
41216,41216,31,75000,RENT,2.0,HOMEIMPROVEMENT,C,9000,14.79,0.12,Y,5,0
41217,41217,31,75000,MORTGAGE,6.0,VENTURE,A,9000,5.42,0.12,N,9,0
41218,41218,21,60000,MORTGAGE,5.0,PERSONAL,C,10000,13.49,0.17,N,3,0
41219,41219,27,30000,OWN,11.0,VENTURE,A,10000,5.42,0.33,N,5,0
41220,41220,22,45000,RENT,6.0,DEBTCONSOLIDATION,C,4000,13.85,0.09,N,2,0
41221,41221,32,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.68,0.08,N,8,0
41222,41222,34,42000,RENT,0.0,DEBTCONSOLIDATION,A,6000,8.9,0.14,N,8,0
41223,41223,31,180000,RENT,3.0,MEDICAL,A,15000,5.99,0.08,N,6,0
41224,41224,27,150000,MORTGAGE,1.0,VENTURE,B,20000,9.76,0.13,N,9,0
41225,41225,43,75000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,14.72,0.08,N,16,0
41226,41226,29,34000,RENT,0.0,VENTURE,D,5000,15.33,0.15,Y,10,1
41227,41227,24,59436,MORTGAGE,8.0,HOMEIMPROVEMENT,D,7500,13.24,0.13,Y,3,0
41228,41228,32,31000,RENT,2.0,PERSONAL,B,5500,10.36,0.18,N,9,1
41229,41229,22,73164,MORTGAGE,5.0,VENTURE,D,1200,14.61,0.02,Y,2,0
41230,41230,27,42000,OWN,2.0,VENTURE,B,8000,12.21,0.19,N,10,0
41231,41231,29,60000,MORTGAGE,2.0,VENTURE,A,10000,5.99,0.17,N,8,0
41232,41232,27,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,20000,14.59,0.26,N,5,1
41233,41233,34,66300,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,8.94,0.08,N,9,1
41234,41234,28,74628,MORTGAGE,12.0,DEBTCONSOLIDATION,C,15000,12.99,0.2,Y,10,0
41235,41235,29,110000,MORTGAGE,5.0,EDUCATION,A,12000,8.94,0.11,N,6,0
41236,41236,24,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,10.99,0.16,N,2,0
41237,41237,25,84000,MORTGAGE,9.0,VENTURE,B,10000,11.99,0.12,N,4,0
41238,41238,32,240000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15000,7.49,0.06,N,10,0
41239,41239,31,48500,RENT,3.0,DEBTCONSOLIDATION,B,6000,10.37,0.12,N,8,0
41240,41240,26,38000,RENT,6.0,MEDICAL,D,8000,16.77,0.2,N,2,1
41241,41241,31,62050,MORTGAGE,0.0,MEDICAL,D,5000,15.21,0.07,N,5,1
41242,41242,29,65000,MORTGAGE,2.0,EDUCATION,C,5000,13.23,0.08,N,8,0
41243,41243,22,78500,RENT,6.0,EDUCATION,B,6000,10.99,0.08,N,4,0
41244,41244,29,74500,MORTGAGE,5.0,EDUCATION,D,7500,14.84,0.1,Y,6,0
41245,41245,22,55000,RENT,4.0,MEDICAL,C,15000,13.49,0.27,Y,2,0
41246,41246,22,29000,RENT,6.0,EDUCATION,D,6000,17.58,0.21,N,3,1
41247,41247,44,100000,RENT,6.0,MEDICAL,A,7000,6.99,0.07,N,14,0
41248,41248,28,102058,MORTGAGE,4.0,EDUCATION,C,15000,13.47,0.15,Y,8,0
41249,41249,30,107004,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.79,0.22,Y,10,0
41250,41250,22,50000,RENT,1.0,PERSONAL,A,8000,8.94,0.16,N,3,0
41251,41251,30,117500,MORTGAGE,0.0,VENTURE,A,15000,8.49,0.13,N,8,0
41252,41252,30,200000,MORTGAGE,2.0,VENTURE,A,15000,7.88,0.07,N,7,0
41253,41253,24,130000,MORTGAGE,0.0,EDUCATION,C,25000,13.79,0.19,Y,2,0
41254,41254,23,78700,MORTGAGE,6.0,VENTURE,C,7000,13.16,0.09,Y,2,0
41255,41255,33,75000,OWN,2.0,VENTURE,C,10000,13.57,0.13,Y,9,0
41256,41256,41,65000,RENT,3.0,VENTURE,C,6400,13.49,0.1,N,12,0
41257,41257,29,62004,RENT,4.0,MEDICAL,B,12000,9.99,0.19,N,8,0
41258,41258,22,43200,OWN,6.0,VENTURE,C,12000,13.49,0.28,Y,2,0
41259,41259,27,9600,RENT,0.0,VENTURE,E,2100,13.99,0.21,N,9,1
41260,41260,28,40000,MORTGAGE,2.0,MEDICAL,A,5000,5.42,0.13,N,10,0
41261,41261,26,30000,RENT,4.0,PERSONAL,C,3000,13.23,0.1,N,2,0
41262,41262,35,60000,RENT,0.0,EDUCATION,C,12000,13.11,0.2,N,7,0
41263,41263,29,50000,RENT,4.0,VENTURE,C,18000,12.73,0.36,N,6,1
41264,41264,40,69000,RENT,3.0,MEDICAL,B,6000,10.0,0.09,N,11,0
41265,41265,28,36000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3000,5.42,0.08,N,7,0
41266,41266,22,29000,RENT,5.0,EDUCATION,C,2000,13.49,0.07,Y,2,0
41267,41267,30,48000,RENT,7.0,EDUCATION,A,4750,6.54,0.1,N,5,0
41268,41268,22,70000,MORTGAGE,6.0,EDUCATION,B,14300,9.99,0.2,N,4,0
41269,41269,26,75000,RENT,0.0,EDUCATION,A,15000,7.49,0.2,N,4,0
41270,41270,33,60000,RENT,2.0,HOMEIMPROVEMENT,B,20000,11.11,0.33,N,10,1
41271,41271,29,36000,MORTGAGE,4.0,MEDICAL,A,5400,7.29,0.15,N,5,0
41272,41272,29,115000,RENT,1.0,PERSONAL,A,16000,8.49,0.14,N,10,0
41273,41273,21,80000,MORTGAGE,5.0,PERSONAL,A,10000,7.66,0.13,N,2,0
41274,41274,22,30000,RENT,6.0,HOMEIMPROVEMENT,D,7000,14.96,0.23,N,2,1
41275,41275,30,72000,MORTGAGE,1.0,PERSONAL,C,13200,12.99,0.18,Y,5,0
41276,41276,22,50000,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0.2,N,2,0
41277,41277,22,45000,RENT,6.0,EDUCATION,B,6500,10.65,0.14,N,3,0
41278,41278,26,130000,MORTGAGE,3.0,VENTURE,A,3500,7.74,0.27,N,2,0
41279,41279,27,75000,OWN,3.0,EDUCATION,B,12000,10.38,0.16,N,5,0
41280,41280,30,115731,MORTGAGE,12.0,VENTURE,A,7200,7.74,0.06,N,8,0
41281,41281,35,28800,RENT,2.0,MEDICAL,C,14500,14.65,0.51,N,8,1
41282,41282,33,60000,RENT,6.0,EDUCATION,A,6000,5.42,0.1,N,9,0
41283,41283,22,35000,RENT,6.0,VENTURE,B,6000,11.99,0.17,N,2,0
41284,41284,27,90000,MORTGAGE,7.0,PERSONAL,B,10000,10.39,0.11,N,10,0
41285,41285,22,36000,RENT,3.0,DEBTCONSOLIDATION,A,15000,6.54,0.42,N,4,0
41286,41286,33,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,12.18,0.06,N,7,0
41287,41287,24,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,6.03,0.18,N,3,0
41288,41288,28,39500,RENT,3.0,MEDICAL,B,10000,11.99,0.25,N,5,0
41289,41289,25,45000,RENT,0.0,VENTURE,B,4000,9.99,0.09,N,3,0
41290,41290,29,124000,MORTGAGE,2.0,PERSONAL,A,14000,6.03,0.11,N,9,0
41291,41291,26,96000,MORTGAGE,5.0,MEDICAL,B,25000,11.49,0.26,N,3,0
41292,41292,25,84000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0.12,N,3,0
41293,41293,27,62400,RENT,11.0,HOMEIMPROVEMENT,C,12000,13.48,0.19,N,10,0
41294,41294,29,50000,RENT,8.0,PERSONAL,C,5600,14.27,0.11,N,6,0
41295,41295,37,55000,RENT,2.0,PERSONAL,A,4000,7.29,0.07,N,12,0
41296,41296,22,42000,RENT,1.0,DEBTCONSOLIDATION,B,3000,11.11,0.07,N,2,0
41297,41297,22,60000,RENT,7.0,EDUCATION,C,15000,12.73,0.25,N,3,0
41298,41298,25,48000,RENT,0.0,MEDICAL,B,4200,10.74,0.09,N,4,0
41299,41299,27,41200,OWN,1.0,VENTURE,B,11000,11.99,0.26,N,8,0
41300,41300,22,60000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.62,0.17,N,3,0
41301,41301,24,60000,RENT,2.0,VENTURE,A,8500,6.92,0.14,N,2,0
41302,41302,26,70000,MORTGAGE,3.0,VENTURE,B,10000,9.91,0.14,N,3,0
41303,41303,27,35000,RENT,1.0,PERSONAL,B,6000,11.11,0.17,N,7,0
41304,41304,30,60000,RENT,0.0,DEBTCONSOLIDATION,B,3600,9.99,0.06,N,8,0
41305,41305,24,38400,RENT,1.0,VENTURE,A,5000,7.66,0.13,N,2,0
41306,41306,28,88900,MORTGAGE,6.0,VENTURE,B,20000,10.65,0.23,N,7,0
41307,41307,23,78000,MORTGAGE,7.0,PERSONAL,A,4500,6.76,0.06,N,3,0
41308,41308,24,63000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,18000,11.83,0.29,N,3,0
41309,41309,24,72000,RENT,1.0,MEDICAL,B,10000,10.0,0.14,N,2,0
41310,41310,25,90000,RENT,9.0,HOMEIMPROVEMENT,D,15000,14.42,0.17,N,4,0
41311,41311,27,43200,RENT,11.0,MEDICAL,A,5000,7.49,0.12,N,6,0
41312,41312,23,80000,MORTGAGE,7.0,PERSONAL,A,6000,7.49,0.07,N,2,0
41313,41313,24,65000,OWN,8.0,VENTURE,A,6000,8.49,0.09,N,4,0
41314,41314,31,75000,RENT,5.0,HOMEIMPROVEMENT,B,7000,9.91,0.09,N,9,0
41315,41315,28,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,6.03,0.2,N,5,0
41316,41316,23,45000,OWN,0.0,DEBTCONSOLIDATION,D,4000,16.29,0.09,Y,2,0
41317,41317,30,138000,MORTGAGE,0.0,VENTURE,D,22600,13.24,0.17,N,9,0
41318,41318,22,28800,RENT,0.0,MEDICAL,A,4000,7.49,0.14,N,2,0
41319,41319,30,42000,RENT,0.0,VENTURE,C,12000,15.23,0.29,N,8,0
41320,41320,26,30000,MORTGAGE,2.0,EDUCATION,A,6000,7.51,0.2,N,2,0
41321,41321,29,61000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,9600,10.2,0.15,N,6,0
41322,41322,58,33600,RENT,0.0,VENTURE,A,10000,5.79,0.29,N,28,0
41323,41323,23,62000,RENT,2.0,MEDICAL,B,5000,9.99,0.08,N,3,0
41324,41324,26,31200,RENT,1.0,MEDICAL,A,6000,6.62,0.19,N,2,0
41325,41325,24,50000,RENT,5.0,PERSONAL,A,3000,7.9,0.06,N,4,0
41326,41326,35,30000,RENT,1.0,MEDICAL,D,6800,14.59,0.22,N,7,1
41327,41327,29,50000,RENT,13.0,MEDICAL,C,6000,13.23,0.12,Y,10,0
41328,41328,29,60000,MORTGAGE,13.0,EDUCATION,A,7000,7.14,0.12,N,8,0
41329,41329,23,30000,RENT,0.0,VENTURE,B,3300,10.38,0.11,N,3,0
41330,41330,31,45000,MORTGAGE,15.0,MEDICAL,C,6000,13.99,0.13,N,9,0
41331,41331,44,90000,MORTGAGE,4.0,MEDICAL,B,12000,11.14,0.13,N,11,0
41332,41332,23,60000,MORTGAGE,7.0,MEDICAL,A,8000,6.91,0.13,N,3,0
41333,41333,29,40000,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.71,0.38,N,10,1
41334,41334,29,30000,RENT,1.0,EDUCATION,C,7125,14.35,0.24,Y,9,0
41335,41335,29,62050,MORTGAGE,13.0,MEDICAL,C,5000,13.35,0.08,N,5,1
41336,41336,25,28000,RENT,9.0,DEBTCONSOLIDATION,C,9600,12.22,0.34,Y,2,1
41337,41337,32,36000,RENT,1.0,HOMEIMPROVEMENT,D,4600,16.0,0.13,Y,10,1
41338,41338,24,46000,RENT,8.0,MEDICAL,B,8600,11.26,0.19,N,3,0
41339,41339,23,62217,RENT,0.0,EDUCATION,A,5500,7.51,0.09,N,3,0
41340,41340,28,60000,OWN,2.0,HOMEIMPROVEMENT,A,12500,7.49,0.2,N,5,0
41341,41341,23,30000,MORTGAGE,6.0,EDUCATION,A,2200,8.9,0.07,N,3,0
41342,41342,30,113217,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7500,7.88,0.07,N,9,0
41343,41343,41,60000,MORTGAGE,6.0,MEDICAL,B,5000,12.69,0.08,N,15,0
41344,41344,27,50000,RENT,4.0,EDUCATION,A,18500,8.94,0.38,N,5,1
41345,41345,33,60000,MORTGAGE,3.0,PERSONAL,A,7000,7.51,0.12,N,8,0
41346,41346,23,44000,RENT,1.0,MEDICAL,E,15000,16.82,0.34,Y,2,1
41347,41347,23,30000,OWN,1.0,VENTURE,B,2500,11.14,0.08,N,3,0
41348,41348,27,36000,RENT,2.0,MEDICAL,B,2000,11.49,0.06,N,7,0
41349,41349,23,65000,RENT,7.0,EDUCATION,C,7000,12.87,0.11,Y,4,0
41350,41350,29,61440,OWN,2.0,EDUCATION,B,12500,9.91,0.21,N,8,0
41351,41351,24,59000,RENT,1.0,PERSONAL,D,15000,13.87,0.25,Y,3,1
41352,41352,28,35000,RENT,12.0,MEDICAL,A,1500,7.29,0.04,N,6,0
41353,41353,25,20000,RENT,2.0,DEBTCONSOLIDATION,B,2500,10.99,0.13,N,2,0
41354,41354,29,125000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,35000,8.9,0.28,N,10,0
41355,41355,29,40000,RENT,1.0,MEDICAL,D,8000,15.65,0.2,N,10,1
41356,41356,22,50000,RENT,6.0,EDUCATION,C,15000,13.99,0.3,Y,3,0
41357,41357,23,32400,RENT,2.0,EDUCATION,B,3000,11.86,0.09,N,2,0
41358,41358,28,55000,RENT,6.0,MEDICAL,B,4800,10.25,0.09,N,8,0
41359,41359,29,44000,RENT,4.0,EDUCATION,A,15000,6.54,0.34,N,8,1
41360,41360,24,52000,RENT,8.0,DEBTCONSOLIDATION,C,6000,13.99,0.12,N,2,0
41361,41361,29,100000,MORTGAGE,9.0,PERSONAL,B,20000,11.48,0.2,N,7,0
41362,41362,22,60000,MORTGAGE,4.0,EDUCATION,A,3500,7.49,0.06,N,3,0
41363,41363,24,39996,RENT,2.0,DEBTCONSOLIDATION,A,2500,7.4,0.06,N,2,0
41364,41364,22,48000,RENT,3.0,VENTURE,E,7000,16.82,0.15,N,2,0
41365,41365,40,30996,RENT,1.0,PERSONAL,D,1500,15.65,0.05,Y,16,1
41366,41366,23,48000,RENT,4.0,DEBTCONSOLIDATION,A,5000,5.79,0.1,N,2,0
41367,41367,38,52000,MORTGAGE,8.0,VENTURE,D,3000,14.84,0.06,N,17,0
41368,41368,31,102000,RENT,6.0,VENTURE,C,9800,12.99,0.1,N,9,0
41369,41369,24,42000,RENT,2.0,MEDICAL,B,7000,9.62,0.17,N,4,0
41370,41370,24,120000,MORTGAGE,8.0,PERSONAL,C,10000,12.99,0.08,N,2,0
41371,41371,24,65000,RENT,2.0,DEBTCONSOLIDATION,A,13200,8.94,0.2,N,3,0
41372,41372,26,30000,OWN,3.0,VENTURE,A,8000,7.49,0.27,N,2,0
41373,41373,22,48000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.49,0.1,N,2,0
41374,41374,35,30000,RENT,3.0,MEDICAL,A,7000,7.29,0.23,N,7,0
41375,41375,34,36000,OWN,2.0,PERSONAL,B,2500,10.99,0.07,N,6,0
41376,41376,29,35000,OWN,13.0,VENTURE,B,4200,11.11,0.12,N,7,0
41377,41377,29,74400,OWN,12.0,PERSONAL,C,7500,12.73,0.1,Y,7,0
41378,41378,22,90000,MORTGAGE,0.0,VENTURE,A,12000,7.88,0.13,N,3,0
41379,41379,25,44000,RENT,1.0,DEBTCONSOLIDATION,D,14000,12.61,0.32,N,4,1
41380,41380,27,66300,RENT,9.0,MEDICAL,E,12000,17.99,0.16,N,6,1
41381,41381,22,35496,RENT,6.0,VENTURE,C,10200,14.17,0.29,Y,2,0
41382,41382,26,54600,RENT,10.0,MEDICAL,C,1500,14.79,0.03,Y,3,0
41383,41383,27,55000,MORTGAGE,0.0,PERSONAL,B,10000,10.99,0.18,N,9,0
41384,41384,30,127500,MORTGAGE,14.0,EDUCATION,A,13500,7.49,0.11,N,10,0
41385,41385,30,31200,RENT,4.0,PERSONAL,B,6000,11.46,0.19,N,10,0
41386,41386,34,85000,RENT,5.0,HOMEIMPROVEMENT,C,6000,13.49,0.07,Y,7,0
41387,41387,26,33189,RENT,3.0,EDUCATION,B,3000,9.99,0.09,N,2,0
41388,41388,23,55000,MORTGAGE,0.0,PERSONAL,A,6500,6.17,0.12,N,4,0
41389,41389,39,57000,MORTGAGE,0.0,EDUCATION,A,2500,7.88,0.04,N,11,0
41390,41390,30,68000,RENT,2.0,MEDICAL,C,10000,13.49,0.15,N,8,0
41391,41391,23,45000,RENT,4.0,EDUCATION,D,8000,17.49,0.18,Y,3,1
41392,41392,30,51600,MORTGAGE,6.0,HOMEIMPROVEMENT,B,15000,11.14,0.29,N,10,0
41393,41393,34,41400,RENT,8.0,EDUCATION,C,14000,13.48,0.34,N,8,1
41394,41394,29,55000,MORTGAGE,13.0,EDUCATION,B,25000,10.99,0.45,N,7,1
41395,41395,25,35000,RENT,0.0,EDUCATION,A,3000,9.63,0.09,N,3,0
41396,41396,27,18000,RENT,3.0,PERSONAL,A,1600,7.74,0.08,N,3,0
41397,41397,24,64000,MORTGAGE,8.0,PERSONAL,B,8000,11.86,0.13,N,4,1
41398,41398,22,34000,RENT,2.0,DEBTCONSOLIDATION,B,9000,10.65,0.26,N,4,0
41399,41399,24,68004,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4200,7.51,0.06,N,2,0
41400,41400,27,50000,RENT,3.0,HOMEIMPROVEMENT,B,4800,11.86,0.1,N,9,0
41401,41401,47,48000,OWN,1.0,HOMEIMPROVEMENT,B,4000,10.74,0.08,N,16,0
41402,41402,25,40000,RENT,4.0,PERSONAL,B,10000,10.65,0.25,N,2,0
41403,41403,28,29000,RENT,1.0,MEDICAL,D,6000,15.7,0.21,Y,8,1
41404,41404,24,45000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,7.88,0.18,N,4,0
41405,41405,22,49000,OWN,7.0,VENTURE,B,16750,10.38,0.35,N,4,0
41406,41406,22,38400,OWN,6.0,EDUCATION,B,1000,11.14,0.03,N,4,0
41407,41407,23,35000,RENT,6.0,MEDICAL,B,5000,10.65,0.14,N,3,0
41408,41408,23,42000,RENT,4.0,PERSONAL,B,4000,9.45,0.1,N,2,0
41409,41409,23,37500,RENT,0.0,DEBTCONSOLIDATION,A,1800,8.94,0.05,N,3,0
41410,41410,29,110004,MORTGAGE,13.0,VENTURE,A,25000,7.51,0.23,N,7,0
41411,41411,34,33564,RENT,5.0,DEBTCONSOLIDATION,A,6000,6.99,0.18,N,9,1
41412,41412,33,95004,MORTGAGE,1.0,PERSONAL,C,5600,13.79,0.06,N,6,0
41413,41413,21,100000,MORTGAGE,5.0,EDUCATION,A,2000,5.42,0.02,N,4,0
41414,41414,46,100000,MORTGAGE,0.0,EDUCATION,B,20000,12.69,0.2,N,15,0
41415,41415,28,58951,RENT,7.0,HOMEIMPROVEMENT,A,7000,7.14,0.12,N,8,0
41416,41416,27,52000,RENT,7.0,MEDICAL,C,4000,13.35,0.08,Y,7,0
41417,41417,43,34000,RENT,1.0,DEBTCONSOLIDATION,C,10000,12.87,0.29,Y,16,0
41418,41418,34,65000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,6.62,0.12,N,5,0
41419,41419,24,31000,RENT,3.0,VENTURE,A,10000,6.62,0.32,N,3,1
41420,41420,24,50000,MORTGAGE,3.0,MEDICAL,A,10500,7.29,0.21,N,2,0
41421,41421,25,30000,MORTGAGE,9.0,MEDICAL,B,10200,10.99,0.33,N,3,0
41422,41422,26,50000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,20000,12.21,0.4,N,4,0
41423,41423,30,63000,MORTGAGE,1.0,PERSONAL,B,8000,10.0,0.13,N,5,0
41424,41424,27,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7200,5.42,0.14,N,10,0
41425,41425,23,62500,MORTGAGE,7.0,VENTURE,B,6000,9.99,0.1,N,2,0
41426,41426,28,70000,MORTGAGE,7.0,MEDICAL,B,13800,9.88,0.19,N,7,0
41427,41427,29,66300,MORTGAGE,8.0,MEDICAL,A,6000,7.9,0.08,N,6,1
41428,41428,28,55000,RENT,1.0,PERSONAL,B,10000,12.53,0.18,N,5,0
41429,41429,39,130000,OWN,20.0,HOMEIMPROVEMENT,A,6000,5.42,0.05,N,11,0
41430,41430,23,26400,RENT,0.0,EDUCATION,A,7000,6.91,0.27,N,2,0
41431,41431,24,70000,RENT,8.0,EDUCATION,C,10000,15.96,0.14,Y,2,0
41432,41432,22,73200,MORTGAGE,6.0,EDUCATION,B,4500,10.99,0.07,N,3,0
41433,41433,41,60000,MORTGAGE,4.0,VENTURE,A,10000,6.62,0.17,N,17,0
41434,41434,29,60000,MORTGAGE,2.0,EDUCATION,A,4000,7.51,0.07,N,10,0
41435,41435,23,50000,OWN,0.0,VENTURE,C,6500,14.27,0.13,Y,4,0
41436,41436,24,30000,RENT,0.0,DEBTCONSOLIDATION,B,7200,10.95,0.24,N,4,0
41437,41437,25,80000,RENT,9.0,VENTURE,B,3000,10.99,0.04,N,4,0
41438,41438,40,130000,MORTGAGE,1.0,PERSONAL,B,11000,10.99,0.08,N,12,0
41439,41439,25,140000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,9.99,0.09,N,3,0
41440,41440,26,125000,RENT,10.0,VENTURE,A,30000,7.51,0.24,N,3,0
41441,41441,34,120000,MORTGAGE,11.0,PERSONAL,A,12000,7.51,0.1,N,6,0
41442,41442,24,49700,RENT,1.0,MEDICAL,B,6000,9.62,0.12,N,2,0
41443,41443,32,75000,MORTGAGE,1.0,PERSONAL,A,10000,5.79,0.13,N,10,0
41444,41444,39,40000,RENT,4.0,PERSONAL,C,5000,12.98,0.13,Y,11,0
41445,41445,23,46000,RENT,1.0,VENTURE,A,7000,6.99,0.15,N,3,0
41446,41446,34,30000,RENT,5.0,DEBTCONSOLIDATION,A,9000,7.51,0.3,N,8,1
41447,41447,34,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,6.03,0.5,N,10,0
41448,41448,21,65000,RENT,6.0,VENTURE,D,10000,15.7,0.15,Y,4,0
41449,41449,22,28800,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.0,0.09,N,3,0
41450,41450,30,25000,RENT,6.0,VENTURE,B,4125,12.42,0.17,N,7,0
41451,41451,32,80000,MORTGAGE,5.0,EDUCATION,A,15000,7.88,0.19,N,9,0
41452,41452,29,72000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,10000,7.49,0.14,N,6,0
41453,41453,26,103000,MORTGAGE,2.0,VENTURE,A,8800,6.03,0.09,N,3,0
41454,41454,28,30000,OWN,4.0,EDUCATION,B,5000,11.58,0.17,N,6,0
41455,41455,28,60000,OWN,0.0,HOMEIMPROVEMENT,C,16000,12.84,0.27,Y,5,0
41456,41456,33,59800,MORTGAGE,12.0,MEDICAL,A,7000,7.51,0.12,N,8,0
41457,41457,25,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,8.63,0.06,N,2,0
41458,41458,24,51000,RENT,8.0,EDUCATION,A,8000,7.49,0.16,N,2,0
41459,41459,34,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,6.91,0.33,N,10,0
41460,41460,28,65000,RENT,3.0,PERSONAL,B,15000,10.99,0.23,N,10,0
41461,41461,34,80000,RENT,0.0,EDUCATION,B,10000,9.91,0.13,N,8,0
41462,41462,24,80000,RENT,5.0,PERSONAL,B,4200,11.36,0.05,N,3,0
41463,41463,22,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,D,4000,14.09,0.08,Y,2,1
41464,41464,23,72000,MORTGAGE,7.0,PERSONAL,B,20000,10.62,0.28,N,3,0
41465,41465,27,83000,RENT,11.0,DEBTCONSOLIDATION,B,10000,11.71,0.12,N,7,0
41466,41466,22,55000,RENT,2.0,EDUCATION,B,9000,10.0,0.16,N,3,0
41467,41467,22,29000,RENT,1.0,EDUCATION,C,8500,13.49,0.3,Y,3,1
41468,41468,41,60000,MORTGAGE,1.0,VENTURE,A,6400,7.49,0.11,N,15,0
41469,41469,26,44000,RENT,2.0,PERSONAL,D,10000,15.65,0.23,N,2,1
41470,41470,23,48000,RENT,2.0,EDUCATION,C,20000,13.8,0.42,Y,2,1
41471,41471,24,60000,OWN,0.0,VENTURE,C,4000,14.22,0.07,N,4,0
41472,41472,24,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,18000,12.69,0.23,N,3,0
41473,41473,23,24000,RENT,0.0,EDUCATION,C,4000,13.99,0.17,Y,2,0
41474,41474,23,95000,OWN,3.0,VENTURE,A,10000,7.88,0.1,N,3,0
41475,41475,31,100000,MORTGAGE,5.0,VENTURE,A,15000,8.49,0.15,N,5,0
41476,41476,22,80000,RENT,6.0,EDUCATION,C,1500,14.22,0.02,Y,3,0
41477,41477,27,55000,RENT,4.0,VENTURE,A,3200,5.79,0.06,N,6,0
41478,41478,24,74000,RENT,3.0,VENTURE,B,10000,9.91,0.14,N,4,0
41479,41479,23,54996,RENT,7.0,PERSONAL,A,15000,7.66,0.28,N,3,0
41480,41480,31,39000,RENT,15.0,PERSONAL,D,14000,16.29,0.36,N,7,1
41481,41481,24,35000,MORTGAGE,0.0,VENTURE,D,3600,14.61,0.1,N,3,0
41482,41482,43,50000,MORTGAGE,6.0,VENTURE,A,11000,8.49,0.22,N,12,0
41483,41483,23,50000,RENT,1.0,MEDICAL,B,8400,10.83,0.17,N,3,0
41484,41484,44,40000,RENT,4.0,PERSONAL,B,8500,10.37,0.2,N,11,0
41485,41485,23,45000,MORTGAGE,5.0,MEDICAL,B,5000,12.42,0.11,N,3,0
41486,41486,23,62400,RENT,7.0,EDUCATION,D,10000,16.49,0.16,Y,3,0
41487,41487,22,50000,MORTGAGE,6.0,VENTURE,B,4500,11.49,0.09,N,2,0
41488,41488,31,150000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,15.58,0.1,N,5,0
41489,41489,28,78200,MORTGAGE,3.0,MEDICAL,B,24250,10.62,0.28,N,8,1
41490,41490,35,100000,MORTGAGE,2.0,PERSONAL,C,10000,12.87,0.1,Y,8,0
41491,41491,28,90000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,15000,11.49,0.17,N,8,0
41492,41492,28,115000,RENT,7.0,VENTURE,A,3400,7.88,0.03,N,9,0
41493,41493,42,32000,MORTGAGE,1.0,EDUCATION,B,10000,12.69,0.31,N,13,1
41494,41494,25,78000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.0,0.19,N,2,1
41495,41495,32,45000,RENT,0.0,EDUCATION,B,3000,11.49,0.07,N,6,0
